concept URI,concept prefLabel,field,old value,new value,action,language
http://data.europa.eu/esco/skill/1316577b-31f7-437f-97ce-27c408b87a55,prepare dairy products for use in a dish,altLabel,use  dairy items for meals,use dairy items for meals,Updated,en
http://data.europa.eu/esco/skill/c1df8590-4b5a-4598-84a1-431f639ba66c,analyse ICT technical proposals,altLabel,assess  ICT technical proposals,assess ICT technical proposals,Updated,en
http://data.europa.eu/esco/skill/f7fc7bf8-f41d-44af-81e3-09b88e9779e6,testing electrical and mechanical systems or equipment,prefLabel,testing electrical and mechanical systems or equipment ,testing electrical and mechanical systems or equipment,Updated,en
http://data.europa.eu/esco/skill/e1e99428-b91b-45e1-8ede-ed0cbf161930,establish an ICT customer support process,altLabel,,develop an ICT customer support process,Added,en
http://data.europa.eu/esco/skill/f08e2bd6-0366-4948-a670-1f03f130126f,create new concepts,altLabel,create  new inventions,create new inventions,Updated,en
http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389,Java (computer programming),altLabel,,Java 2 enterprise edition,Added,en
http://data.europa.eu/esco/skill/b409f833-976a-47a2-b401-ac40ac3c8ea2,harvest aquatic resources,altLabel,"harvest  fish, molluscs, crustaceans","harvest fish, molluscs, crustaceans",Updated,en
http://data.europa.eu/esco/skill/c453cf81-6197-428e-84c6-70c773b63f27,ICT architectural frameworks,altLabel,,ICT architectural requirements,Added,en
http://data.europa.eu/esco/skill/699c949a-699a-4858-a02e-a63f66872d6f,blockchain concept application,description,"The process of transferring essential blockchain and, more generally, distributed ledger concepts to diverse application domains. For this, the domain-specific challenges, solutions, and consequences of introducing peer-to-peer transaction and consensus patterns need to be well understood.

","The process of transferring essential blockchain and, more generally, distributed ledger concepts to diverse application domains. For this, the domain-specific challenges, solutions, and consequences of introducing peer-to-peer transaction and consensus patterns need to be well understood.",Updated,en
http://data.europa.eu/esco/skill/f1c5dd7f-8be0-4c07-a1bb-f2f9f81eba03,use casts of body parts,altLabel,use casts ,use casts,Updated,en
http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221,Agile development,altLabel,,Agile frameworks,Added,en
http://data.europa.eu/esco/skill/a9df9b2e-ca31-4e20-9e64-0f36c1468f10,examine sample garments,altLabel,Inspect  sample garments,Inspect sample garments,Updated,en
http://data.europa.eu/esco/skill/fbdfc3bf-56a0-4454-a17d-2f513fe57b53,manage stress in the work place,altLabel,handle stress in  organizations,handle stress in organizations,Updated,en
http://data.europa.eu/esco/skill/ebaff640-cdf2-4917-a2d2-f4b3fa9109db,conduct psychotherapy risk assessments,description,"Conduct risk assessment procedures, making use of any tools or guidelines. Recognise language used by the patient that might imply harm to self or others asking direct questions if required. Facilitate the process of getting the patient to discuss any thoughts of suicide, and quantify the likelihood of these being put to practice.'","Conduct risk assessment procedures, making use of any tools or guidelines. Recognise language used by the patient that might imply harm to self or others asking direct questions if required. Facilitate the process of getting the patient to discuss any thoughts of suicide, and quantify the likelihood of these being put to practice.'.",Updated,en
http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a,solve technical problems,altLabel,,resolve technical issues,Added,en
http://data.europa.eu/esco/skill/080d918f-3781-4065-afe2-4eff9cbb636f,develop event topics,altLabel,prepare  topics of interest,prepare topics of interest,Updated,en
http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,Javanese,description,The Javanese language.,The Javanese language.,Updated,en
http://data.europa.eu/esco/skill/5521fcf8-80fa-489b-af18-a69823b85702,clean food and beverage machinery,scopeNote,"Clean metal vessels: Clean the interior of metal drums using steam-cleaning apparatus, or the interiors of barrels by rinsing them with water and alcohol. 
  
  
 Clean mixers: Perform cleaning of mixers on a daily basis, and perform cleaning at shutdowns thoroughly. Follow security procedures.","Clean metal vessels: Clean the interior of metal drums using steam-cleaning apparatus, or the interiors of barrels by rinsing them with water and alcohol. Clean mixers: Perform cleaning of mixers on a daily basis, and perform cleaning at shutdowns thoroughly. Follow security procedures.",Updated,en
http://data.europa.eu/esco/skill/2b2c3254-7f6c-47e2-84f1-aece946fbfae,maintaining a positive attitude,description,"Withstand adversity, demonstrate resilience and find ways to resolve or manage the effects of difficult life events. ","Withstand adversity, demonstrate resilience and find ways to resolve or manage the effects of difficult life events.",Updated,en
http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,Portuguese,description,The Portuguese language. Portuguese is an official and working language of the EU.,The Portuguese language. Portuguese is an official and working language of the EU.,Updated,en
http://data.europa.eu/esco/skill/a9dc215e-4e26-4ac0-b1e8-a721a88af813,execute conversion testing,altLabel,undertake  conversion testing,undertake conversion testing,Updated,en
http://data.europa.eu/esco/skill/13b4a3d2-abdf-4442-8e52-d7464a58ecbc,adjust to physical demands,description,"Demonstrate the capacity to endure high physical stress from work or sport. It includes kneeling, standing or running for a long time or working under difficult meteorological conditions such as strong heat, cold and rain. ","Demonstrate the capacity to endure high physical stress from work or sport. It includes kneeling, standing or running for a long time or working under difficult meteorological conditions such as strong heat, cold and rain.",Updated,en
http://data.europa.eu/esco/skill/7679b863-4d53-4a44-ab2f-be5618783e00,work safely with pyrotechnical materials in a performance environment,altLabel,work with pyrotechnical materials during a performance in a safe  environment,work with pyrotechnical materials during a performance in a safe environment,Updated,en
http://data.europa.eu/esco/skill/256e45bb-b918-4ac8-b87c-01a2e48ddb33,manage groups outdoors,description,Conduct outdoor sessions in a dynamic and active way,Conduct outdoor sessions in a dynamic and active way.,Updated,en
http://data.europa.eu/esco/skill/c09dce1b-e198-487e-b63f-934e10a4c181,monitor plant production,description,Monitor plant processes and efficiency set-up to ensure the maximum output of production levels. ,Monitor plant processes and efficiency set-up to ensure the maximum output of production levels.,Updated,en
http://data.europa.eu/esco/skill/ffddfc7c-a9dd-449f-9e96-882dc447c8b6,Scala,altLabel,,Scala Programming Language,Added,en
http://data.europa.eu/esco/skill/3fb8b724-1d52-4d11-b8b8-1776f558d1f0,design ICT hardware placement,altLabel,,plan ICT hardware placement in buildings,Added,en
http://data.europa.eu/esco/skill/8bf9699c-f964-4e4b-ac3d-55aface09cbc,operating energy production or distribution equipment,scopeNote,"Examples:
- Operate gas turbines
- Operate ship propulsion system","Examples:
- Operate gas turbines
- Operate ship propulsion system.",Updated,en
http://data.europa.eu/esco/skill/3e0c6522-b38f-4e22-a5b8-2522a576b5b5,store wine,prefLabel,store wine ,store wine,Updated,en
http://data.europa.eu/esco/skill/39d45f30-9794-4aa1-9f88-494df5af6402,carbonation techniques,description,"The process of dissolving carbon dioxide in a liquid, usually under high pressure, the variety of carbonation techniques such as bottle conditioning (priming), spunding, krausening, and force carbonating. ","The process of dissolving carbon dioxide in a liquid, usually under high pressure, the variety of carbonation techniques such as bottle conditioning (priming), spunding, krausening, and force carbonating.",Updated,en
http://data.europa.eu/esco/skill/72812eb6-5a0f-48e8-815d-3d2a16b8e963,operate an audio mixing console,altLabel,control a sound mixing  system live,control a sound mixing system live,Updated,en
http://data.europa.eu/esco/skill/50b631f8-1ed7-46f5-9b47-96169d06c726,psychological counselling methods,altLabel,psychological counseling  methods,psychological counseling methods,Updated,en
http://data.europa.eu/esco/skill/4dafe480-f2ae-46b5-bd5e-8d4e538f50c7,identify training needs,altLabel,,detect training needs,Added,en
http://data.europa.eu/esco/skill/587e1cd6-a376-4c8f-8369-187c128d72a3,processing information,scopeNote,"Excludes:
- Skills in the use of specific ICT tools to process data","Excludes:
- Skills in the use of specific ICT tools to process data.",Updated,en
http://data.europa.eu/esco/skill/b8b260bf-4ca4-45d7-bf4f-9beaf8503215,measure temperature,prefLabel,measure temperature ,measure temperature,Updated,en
http://data.europa.eu/esco/skill/56ab5131-93a0-4ce3-b840-6413e687c307,present legal arguments,altLabel,proffer  judicial arguments,proffer judicial arguments,Updated,en
http://data.europa.eu/esco/skill/d4ef994f-c2d0-4ea1-88d2-ad2aa9e0e079,monitor work for special events,description,"Oversee activities during special events taking into account specific objectives, schedule, timetable, agenda, cultural limitations, account rules and legislation.","Oversee activities during special events taking into account specific objectives, schedule, timetable, agenda, cultural limitations, account rules and legislation.",Updated,en
http://data.europa.eu/esco/skill/d15e92c4-c8dc-48cd-a1f6-94fe13347f87,electrical wiring plans,description,"Pictorial representation of an electrical circuit. It shows the components of the circuit as simplified shapes, and the power and signal connections between the devices. It gives information about the relative position and arrangement of devices and terminals on the devices, to help in building or servicing the device. A wiring diagram is often used to troubleshoot problems and to make sure that all the connections have been made and that everything is present.","Pictorial representation of an electrical circuit. It shows the components of the circuit as simplified shapes, and the power and signal connections between the devices. It gives information about the relative position and arrangement of devices and terminals on the devices, to help in building or servicing the device. A wiring diagram is often used to troubleshoot problems and to make sure that all the connections have been made and that everything is present.",Updated,en
http://data.europa.eu/esco/skill/bf983f2a-e941-4646-811d-cc81060cb53f,build networks,hiddenLabel,networking ,networking,Updated,en
http://data.europa.eu/esco/skill/04dd3f36-7056-4824-9eee-b0312d4a25b7,sell processed timber in a commercial environment,altLabel,sell processed lumber  in a commercial environment,sell processed lumber in a commercial environment,Updated,en
